172.18.40.252 - - [18/Jul/2016:21:29:49 +0800] "GET / HTTP/1.1" 200 11452
172.18.40.252 - - [18/Jul/2016:21:29:51 +0800] "GET /tomcat.png HTTP/1.1" 304 -
172.18.40.252 - - [18/Jul/2016:21:29:51 +0800] "GET /tomcat.css HTTP/1.1" 304 -
172.18.40.252 - - [18/Jul/2016:21:29:54 +0800] "GET /bg-upper.png HTTP/1.1" 304 -
172.18.40.252 - - [18/Jul/2016:21:29:54 +0800] "GET /bg-nav.png HTTP/1.1" 304 -
172.18.40.252 - - [18/Jul/2016:21:29:54 +0800] "GET /asf-logo.png HTTP/1.1" 304 -
172.18.40.252 - - [18/Jul/2016:21:29:54 +0800] "GET /bg-button.png HTTP/1.1" 304 -
172.18.40.252 - - [18/Jul/2016:21:29:54 +0800] "GET /bg-middle.png HTTP/1.1" 304 -
172.18.40.252 - - [18/Jul/2016:21:30:25 +0800] "POST /ADNursingServer/android/login.jsp?mode=android HTTP/1.1" 200 14
172.18.40.252 - - [18/Jul/2016:21:30:25 +0800] "POST /ADNursingServer/servlet/ViewPostByKindServlet?mode=android&postKind=%E4%B8%B4%E5%BA%8A%E6%96%B0%E9%97%BB HTTP/1.1" 200 713
172.18.40.252 - - [18/Jul/2016:21:30:25 +0800] "POST /ADNursingServer/servlet/ViewPostByKindServlet?mode=android&postKind=%E6%8A%A4%E7%90%86%E9%A1%BB%E7%9F%A5 HTTP/1.1" 200 1705
172.18.40.252 - - [18/Jul/2016:21:30:25 +0800] "POST /ADNursingServer/servlet/ViewPostByKindServlet?mode=android&postKind=%E7%A0%94%E7%A9%B6%E5%89%8D%E6%B2%BF HTTP/1.1" 200 2920
172.18.40.252 - - [18/Jul/2016:21:30:26 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=ab1204cd-cad4-46bf-ae05-ef17573456dc_6.jpg&url=E:\ADNursing\image\ab1204cd-cad4-46bf-ae05-ef17573456dc_6.jpg HTTP/1.1" 200 11281
172.18.40.252 - - [18/Jul/2016:21:30:26 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=81877104-3f6f-4f9c-80ee-e467426b688d_3.jpg&url=E:\ADNursing\image\81877104-3f6f-4f9c-80ee-e467426b688d_3.jpg HTTP/1.1" 200 6239
172.18.40.252 - - [18/Jul/2016:21:30:26 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=6e20ac74-974b-469a-b047-8882079ba8bd_7.jpg&url=E:\ADNursing\image\6e20ac74-974b-469a-b047-8882079ba8bd_7.jpg HTTP/1.1" 200 12542
172.18.40.252 - - [18/Jul/2016:21:30:26 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=761ecfe6-19ef-413a-9583-b394db77d326_8.jpg&url=E:\ADNursing\image\761ecfe6-19ef-413a-9583-b394db77d326_8.jpg HTTP/1.1" 200 10064
172.18.40.252 - - [18/Jul/2016:21:30:26 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=ab1204cd-cad4-46bf-ae05-ef17573456dc_6.jpg&url=E:\ADNursing\image\ab1204cd-cad4-46bf-ae05-ef17573456dc_6.jpg HTTP/1.1" 200 11281
172.18.40.252 - - [18/Jul/2016:21:30:26 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=bf66f0af-0308-454a-970a-4788298546a8_cat3.jpg&url=E:\ADNursing\image\bf66f0af-0308-454a-970a-4788298546a8_cat3.jpg HTTP/1.1" 200 16620
172.18.40.252 - - [18/Jul/2016:21:30:26 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=bf66f0af-0308-454a-970a-4788298546a8_cat3.jpg&url=E:\ADNursing\image\bf66f0af-0308-454a-970a-4788298546a8_cat3.jpg HTTP/1.1" 200 16620
172.18.40.252 - - [18/Jul/2016:21:30:26 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=81877104-3f6f-4f9c-80ee-e467426b688d_3.jpg&url=E:\ADNursing\image\81877104-3f6f-4f9c-80ee-e467426b688d_3.jpg HTTP/1.1" 200 6239
172.18.40.252 - - [18/Jul/2016:21:30:26 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=761ecfe6-19ef-413a-9583-b394db77d326_8.jpg&url=E:\ADNursing\image\761ecfe6-19ef-413a-9583-b394db77d326_8.jpg HTTP/1.1" 200 10064
172.18.40.252 - - [18/Jul/2016:21:30:26 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=6e20ac74-974b-469a-b047-8882079ba8bd_7.jpg&url=E:\ADNursing\image\6e20ac74-974b-469a-b047-8882079ba8bd_7.jpg HTTP/1.1" 200 12542
172.18.40.252 - - [18/Jul/2016:21:30:26 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=ab1204cd-cad4-46bf-ae05-ef17573456dc_6.jpg&url=E:\ADNursing\image\ab1204cd-cad4-46bf-ae05-ef17573456dc_6.jpg HTTP/1.1" 200 11281
172.18.40.252 - - [18/Jul/2016:21:30:26 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=bf66f0af-0308-454a-970a-4788298546a8_cat3.jpg&url=E:\ADNursing\image\bf66f0af-0308-454a-970a-4788298546a8_cat3.jpg HTTP/1.1" 200 16620
172.18.40.252 - - [18/Jul/2016:21:30:26 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=81877104-3f6f-4f9c-80ee-e467426b688d_3.jpg&url=E:\ADNursing\image\81877104-3f6f-4f9c-80ee-e467426b688d_3.jpg HTTP/1.1" 200 6239
172.18.40.252 - - [18/Jul/2016:21:30:26 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=6e20ac74-974b-469a-b047-8882079ba8bd_7.jpg&url=E:\ADNursing\image\6e20ac74-974b-469a-b047-8882079ba8bd_7.jpg HTTP/1.1" 200 12542
172.18.40.252 - - [18/Jul/2016:21:30:26 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=761ecfe6-19ef-413a-9583-b394db77d326_8.jpg&url=E:\ADNursing\image\761ecfe6-19ef-413a-9583-b394db77d326_8.jpg HTTP/1.1" 200 10064
172.18.40.252 - - [18/Jul/2016:21:30:26 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=ab1204cd-cad4-46bf-ae05-ef17573456dc_6.jpg&url=E:\ADNursing\image\ab1204cd-cad4-46bf-ae05-ef17573456dc_6.jpg HTTP/1.1" 200 11281
172.18.40.252 - - [18/Jul/2016:21:30:26 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=81877104-3f6f-4f9c-80ee-e467426b688d_3.jpg&url=E:\ADNursing\image\81877104-3f6f-4f9c-80ee-e467426b688d_3.jpg HTTP/1.1" 200 6239
172.18.40.252 - - [18/Jul/2016:21:30:26 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=bf66f0af-0308-454a-970a-4788298546a8_cat3.jpg&url=E:\ADNursing\image\bf66f0af-0308-454a-970a-4788298546a8_cat3.jpg HTTP/1.1" 200 16620
172.18.40.252 - - [18/Jul/2016:21:30:26 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=6e20ac74-974b-469a-b047-8882079ba8bd_7.jpg&url=E:\ADNursing\image\6e20ac74-974b-469a-b047-8882079ba8bd_7.jpg HTTP/1.1" 200 12542
172.18.40.252 - - [18/Jul/2016:21:30:26 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=761ecfe6-19ef-413a-9583-b394db77d326_8.jpg&url=E:\ADNursing\image\761ecfe6-19ef-413a-9583-b394db77d326_8.jpg HTTP/1.1" 200 10064
172.18.40.252 - - [18/Jul/2016:21:30:26 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=ab1204cd-cad4-46bf-ae05-ef17573456dc_6.jpg&url=E:\ADNursing\image\ab1204cd-cad4-46bf-ae05-ef17573456dc_6.jpg HTTP/1.1" 200 11281
172.18.40.252 - - [18/Jul/2016:21:30:26 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=81877104-3f6f-4f9c-80ee-e467426b688d_3.jpg&url=E:\ADNursing\image\81877104-3f6f-4f9c-80ee-e467426b688d_3.jpg HTTP/1.1" 200 6239
172.18.40.252 - - [18/Jul/2016:21:30:26 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=bf66f0af-0308-454a-970a-4788298546a8_cat3.jpg&url=E:\ADNursing\image\bf66f0af-0308-454a-970a-4788298546a8_cat3.jpg HTTP/1.1" 200 16620
172.18.40.252 - - [18/Jul/2016:21:30:26 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=761ecfe6-19ef-413a-9583-b394db77d326_8.jpg&url=E:\ADNursing\image\761ecfe6-19ef-413a-9583-b394db77d326_8.jpg HTTP/1.1" 200 10064
172.18.40.252 - - [18/Jul/2016:21:30:26 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=6e20ac74-974b-469a-b047-8882079ba8bd_7.jpg&url=E:\ADNursing\image\6e20ac74-974b-469a-b047-8882079ba8bd_7.jpg HTTP/1.1" 200 12542
172.18.40.252 - - [18/Jul/2016:21:30:31 +0800] "POST /ADNursingServer/servlet/ViewPostByKindServlet?mode=android&postKind=%E7%97%85%E7%97%87%E7%96%91%E9%97%AE HTTP/1.1" 200 1256
172.18.40.252 - - [18/Jul/2016:21:30:32 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=df4027bf-aacc-4812-8644-e80618f9e8a6_6.jpg&url=E:\ADNursing\image\df4027bf-aacc-4812-8644-e80618f9e8a6_6.jpg HTTP/1.1" 200 13399
172.18.40.252 - - [18/Jul/2016:21:30:32 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=df4027bf-aacc-4812-8644-e80618f9e8a6_6.jpg&url=E:\ADNursing\image\df4027bf-aacc-4812-8644-e80618f9e8a6_6.jpg HTTP/1.1" 200 13399
172.18.40.252 - - [18/Jul/2016:21:30:32 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=bb54b2b2-45e0-4ed7-b9bb-3ccecd9db762_1.jpg&url=E:\ADNursing\image\bb54b2b2-45e0-4ed7-b9bb-3ccecd9db762_1.jpg HTTP/1.1" 200 9016
172.18.40.252 - - [18/Jul/2016:21:30:32 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=df4027bf-aacc-4812-8644-e80618f9e8a6_6.jpg&url=E:\ADNursing\image\df4027bf-aacc-4812-8644-e80618f9e8a6_6.jpg HTTP/1.1" 200 13399
172.18.40.252 - - [18/Jul/2016:21:30:32 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=bb54b2b2-45e0-4ed7-b9bb-3ccecd9db762_1.jpg&url=E:\ADNursing\image\bb54b2b2-45e0-4ed7-b9bb-3ccecd9db762_1.jpg HTTP/1.1" 200 9016
172.18.40.252 - - [18/Jul/2016:21:30:32 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=d8958c98-2924-4280-b5fc-8dc4958d4b51_0b5cc2ef76094b3664d846ada0cc7cd98c109d1d.jpg&url=E:\ADNursing\image\d8958c98-2924-4280-b5fc-8dc4958d4b51_0b5cc2ef76094b3664d846ada0cc7cd98c109d1d.jpg HTTP/1.1" 200 35098
172.18.40.252 - - [18/Jul/2016:21:30:32 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=d8958c98-2924-4280-b5fc-8dc4958d4b51_0b5cc2ef76094b3664d846ada0cc7cd98c109d1d.jpg&url=E:\ADNursing\image\d8958c98-2924-4280-b5fc-8dc4958d4b51_0b5cc2ef76094b3664d846ada0cc7cd98c109d1d.jpg HTTP/1.1" 200 35098
172.18.40.252 - - [18/Jul/2016:21:30:32 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=d8958c98-2924-4280-b5fc-8dc4958d4b51_0b5cc2ef76094b3664d846ada0cc7cd98c109d1d.jpg&url=E:\ADNursing\image\d8958c98-2924-4280-b5fc-8dc4958d4b51_0b5cc2ef76094b3664d846ada0cc7cd98c109d1d.jpg HTTP/1.1" 200 35098
172.18.40.252 - - [18/Jul/2016:21:30:32 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=bb54b2b2-45e0-4ed7-b9bb-3ccecd9db762_1.jpg&url=E:\ADNursing\image\bb54b2b2-45e0-4ed7-b9bb-3ccecd9db762_1.jpg HTTP/1.1" 200 9016
172.18.40.252 - - [18/Jul/2016:21:30:32 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=df4027bf-aacc-4812-8644-e80618f9e8a6_6.jpg&url=E:\ADNursing\image\df4027bf-aacc-4812-8644-e80618f9e8a6_6.jpg HTTP/1.1" 200 13399
172.18.40.252 - - [18/Jul/2016:21:30:32 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=d8958c98-2924-4280-b5fc-8dc4958d4b51_0b5cc2ef76094b3664d846ada0cc7cd98c109d1d.jpg&url=E:\ADNursing\image\d8958c98-2924-4280-b5fc-8dc4958d4b51_0b5cc2ef76094b3664d846ada0cc7cd98c109d1d.jpg HTTP/1.1" 200 35098
172.18.40.252 - - [18/Jul/2016:21:30:32 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=df4027bf-aacc-4812-8644-e80618f9e8a6_6.jpg&url=E:\ADNursing\image\df4027bf-aacc-4812-8644-e80618f9e8a6_6.jpg HTTP/1.1" 200 13399
172.18.40.252 - - [18/Jul/2016:21:30:32 +0800] "POST /ADNursingServer/servlet/DownloadFileServlet?filename=bb54b2b2-45e0-4ed7-b9bb-3ccecd9db762_1.jpg&url=E:\ADNursing\image\bb54b2b2-45e0-4ed7-b9bb-3ccecd9db762_1.jpg HTTP/1.1" 200 9016
